sku	price	quantity	leadtime-to-ship
1083111-020-BLK-M	26.95	0	1
1083111-020-BLK-L	26.95	0	1
1083111-760-GINGER-XS	26.95	0	1
1083111-760-GINGER-S	26.95	0	1
1083111-760-GINGER-M	26.95	0	1
1083111-760-GINGER-L	26.95	0	1
1083112-020-BLK-XS	28.99	0	1
1083112-020-BLK-M	28.99	0	1
1083112-023-BRIGHT-YLLW-XS	28.99	0	1
1083112-023-BRIGHT-YLLW-S	28.99	0	1
1083113-020-BLACK-XS	34.99	0	1
1083113-020-BLACK-S	34.99	0	1
1083113-020-BLACK-M	34.99	0	1
1083113-020-BLACK-L	34.99	0	1
1083113-020-BLACK-XL	34.99	0	1
1083122-020-BLK-S	69.95	0	1
1083122-020-BLK-L	69.95	0	1
1083122-020-BLK-XL	69.95	0	1
1083122-020-BLK-XS	69.95	0	1
1083123-020-BLK-XL	49.99	0	1
1083133-020-BLK-XS	29.99	0	1
1083133-020-BLK-S	29.99	0	1
1083112-023-BRIGHT-YLLW-L	28.99	0	1
1083133-020-BLK-XL	29.99	0	1
1083133-023-BRIGHT-YLLW-XS	29.99	0	1
1083133-023-BRIGHT-YLLW-M	29.99	0	1
1083133-023-BRIGHT-YLLW-XL	29.99	0	1
1083138-BRIGHT-YELLOW-L/XL	29.99	0	1
1085041-BLACK-020-LG/XL	12.99	0	
1085057-WHITE-019-SM/MD	11.99	0	
1085057-WHITE-019-LG/XL	11.99	0	
1085057-BLACK-020-SM/MD	11.99	0	
1085057-BLACK-020-LG/XL	11.99	0	
1085057-PINK-GLOW-096-SM/MD	11.99	0	
1085057-PINK-GLOW-096-LG/XL	11.99	0	
1085057-BLACK-GREY-251-SM/MD	11.99	0	
1085057-ORANGE-FLUO-278-SM/MD	11.99	0	
1085057-ORANGE-FLUO-278-LG/XL	11.99	0	
1085057-YELLOW-BLK-331-SM/MD	11.99	0	
1085057-YELLOW-BLK-331-LG/XL	11.99	0	
1085058-BLACK-GREY-251-LG/XL	12.99	0	
1085067-MULTI-8T8-LG/XL	29.99	0	
1085067-MULTI-9Z3-SM/MD	29.99	0	
1085067-MULTI-9Z3-LG/XL	29.99	0	
11111139-BLACK-M	89.9	0	1
11111139-BLACK-L	89.9	0	1
11111202-BLK-TRUE-RED-LG	59.99	0	1
11111202-BLK-TRUE-RED-MD	59.99	0	1
11111202-BLK-TRUE-RED-SM	59.99	0	1
11111202-BLK-TRUE-RED-XL	59.99	0	1
11111202-BLK-TRUE-RED-XXL	59.99	0	1
11111202-BLK-WHITE-LG	59.99	0	1
11111202-BLK-WHITE-MD	59.99	0	1
11111202-BLK-WHITE-SM	59.99	0	1
11111202-BLK-WHITE-XL	59.99	0	1
11111202-BLK-WHITE-XXL	59.99	0	1
11111202-BLK-BLK-SM	59.99	0	1
11111202-BLK-BLK-MD	59.99	0	1
11111202-BLK-BLK-LG	59.99	0	1
11111202-BLK-BLK-XL	59.99	0	1
11111202-BLK-BLK-XXL	59.99	0	1
11111202-BLK-SCRM-YLLW-SM	59.99	0	1
11111202-BLK-SCRM-YLLW-MD	59.99	0	1
11111202-BLK-SCRM-YLLW-LG	59.99	0	1
11111202-BLK-SCRM-YLLW-XL	59.99	0	1
11111202-BLK-SCRM-YLLW-XXL	59.99	0	1
11111202-BLK-SHDW-GRY-SM	59.99	0	1
11111202-BLK-SHDW-GRY-MD	59.99	0	1
11111202-BLK-SHDW-GRY-LG	59.99	0	1
11111202-BLK-SHDW-GRY-XL	59.99	0	1
11111202-BLK-SHDW-GRY-XXL	59.99	0	1
11111204-BLACK-L	104.9	0	1
11111204-BLACK-M	104.9	0	1
11111204-BLACK-XL	104.9	0	1
11111204-BLACK-XXL	104.9	0	1
11111206-BLACK-SM	69.9	0	1
11111206-BLACK-MD	69.9	0	1
11111206-BLACK-LG	69.9	0	1
11111206-BLACK-XL	69.9	0	1
11111206-BLACK-XXL	69.9	0	1
11111235-BK/BK-S	116.24	0	1
11111235-BK/BK-M	116.24	0	1
11111235-BK/BK-L	116.24	0	1
11111235-BK/BK-XL	116.24	0	1
11111235-BK/BK-XXL	116.24	0	1
11111236-BLACK-027-M	101.24	0	1
11111236-BLACK-027-L	101.24	0	1
11111236-BLACK-027-XL	101.24	0	1
11111236-BLACK-027-S	101.24	0	1
11111236-BLACK-027-XXL	101.24	0	1
11111243-BK-S	82.49	0	1
11111243-BK-M	82.49	0	1
11111243-BK-L	82.49	0	1
11111243-BK-XL	82.49	0	1
11111243-BK-XXL	82.49	0	1
11111244-BK-S	82.49	0	1
11111244-BK-M	82.49	0	1
11111244-BK-L	82.49	0	1
11111244-BK-XL	82.49	0	1
11111244-BK-XXL	82.49	0	1
11111270-BK/BK-S	82.46	0	
11111270-BK/BK-M	82.46	0	
11111270-BK/BK-L	82.46	0	
11111270-BK/BK-XL	82.46	0	
11111270-BK/BK-XXL	82.46	0	
11111303-BLACK-S	112.46	0	1
11111303-BLACK-M	112.46	0	1
11111303-BLACK-L	112.46	0	1
11111303-BLACK-XL	112.46	0	1
11111303-BLACK-2XL	112.46	0	1
11111308-BLACK-S	93.74	0	1
11111308-BLACK-M	93.74	0	1
11111308-BLACK-L	93.74	0	1
11111308-BLACK-XL	93.74	0	1
11111308-BLACK-XXL	93.74	0	1
11111308-MYKONOS-BLU-BLK-S	93.74	0	1
11111308-MYKONOS-BLU-BLK-M	93.74	0	1
11111308-MYKONOS-BLU-BLK-L	93.74	0	1
11111308-MYKONOS-BLU-BLK-XL	93.74	0	1
11111308-MYKONOS-BLU-BLK-XXL	93.74	0	1
11111313-BLK-BLK-S	101.24	0	1
11111313-BLK-BLK-M	101.24	0	1
11111313-BLK-BLK-L	101.24	0	1
11111313-BLK-BLK-XL	101.24	0	1
11111313-BLK-BLK-XXL	101.24	0	1
11111313-BLK-SCRM-YLLW-S	101.24	0	1
11111313-BLK-SCRM-YLLW-M	101.24	0	1
11111313-BLK-SCRM-YLLW-L	101.24	0	1
11111313-BLK-SCRM-YLLW-XL	101.24	0	1
11111313-BLK-SCRM-YLLW-XXL	101.24	0	1
11111313-BLK-WHT-S	101.24	0	1
11111313-BLK-WHT-M	101.24	0	1
11111313-BLK-WHT-L	101.24	0	1
11111313-BLK-WHT-XL	101.24	0	1
11111313-BLK-WHT-XXL	101.24	0	1
11111139-BLACK-XL	89.9	0	1
11111313-BLK-TRUE-RED-M	101.24	0	1
11111313-BLK-TRUE-RED-L	101.24	0	1
11111313-BLK-TRUE-RED-XL	101.24	0	1
11111313-BLK-TRUE-RED-XXL	101.24	0	1
11111345-BLACK-S	97.49	0	1
11111345-BLACK-M	97.49	0	1
11111345-BLACK-L	97.49	0	1
11111345-BLACK-XL	97.49	0	1
11111345-BLACK-2XL	97.49	0	1
11111352-BLACK-S	90.74	0	1
11111352-BLACK-M	90.74	0	1
11111352-BLACK-L	90.74	0	1
11111352-BLACK-XL	90.74	0	1
11111205-BLACK-XL	49.9	0	1
11111353-BLACK-S	93.74	0	1
11111353-BLACK-M	93.74	0	1
11111353-BLACK-L	93.74	0	1
11111353-BLACK-XL	93.74	0	1
11111403-BLK-BLK-XL	169.9	0	1
11111404-BLK-M	149.9	0	1
11111404-BLK-L	149.9	0	1
11111404-SS14-BLK/MKNOSBLUE-S	134.99	0	1
11111404-SS14-BLK/MKNOSBLUE-M	134.99	0	1
11111404-SS14-BLK/MKNOSBLUE-L	134.99	0	1
11111404-SS14-BLK/MKNOSBLUE-XL	134.99	0	1
11111404-SS14-BLK/MKNOSBLUE-XXL	134.99	0	1
11111404-SS16-TIBET-LIME-4WZ-S	149.9	0	1
11111404-SS16-TIBET-LIME-4WZ-M	149.9	0	1
11111404-SS16-TIBET-LIME-4WZ-L	149.9	0	1
11111404-SS16-TIBET-LIME-4WZ-XL	149.9	0	1
11111502-BLACK-M	134.9	0	1
11111502-BLACK-L	134.9	0	1
11111502-BLACK-XL	134.9	0	1
11111502-BLACK-XXL	134.9	0	1
11111502-BLK-WHT-S	134.9	0	1
11111502-BLK-WHT-M	134.9	0	1
11111502-BLK-WHT-L	134.9	0	1
11111502-BLK-WHT-XL	134.9	0	1
11111502-BLK-WHT-XXL	134.9	0	1
11111503-SS16-BLACK-WHITE-M	109.9	0	1
11111503-SS16-BLACK-WHITE-L	109.9	0	1
11111503-SS16-BLACK-WHITE-XL	109.9	0	1
11111503-SS16-BLACK-WHITE-XXL	109.9	0	1
11111503-SS16-BLK-LIME-PUNCH-S	109.9	0	1
11111503-SS16-BLK-LIME-PUNCH-M	109.9	0	1
11111503-SS16-BLK-LIME-PUNCH-L	109.9	0	1
11111503-SS16-BLK-LIME-PUNCH-XL	109.9	0	1
11111503-SS16-BLK-LIME-PUNCH-XXL	109.9	0	1
11111507-BLACK-SM	55.93	0	1
11111507-BLACK-MD	55.93	0	1
11111507-BLACK-LG	55.93	0	1
11111507-BLACK-XL	55.93	0	1
11111507-BLACK-XXL	55.93	0	1
11111507-BLACK-TRUE-RED-SM	55.93	0	1
11111507-BLACK-TRUE-RED-MD	55.93	0	1
11111507-BLACK-TRUE-RED-LG	55.93	0	1
11111507-BLACK-TRUE-RED-XL	55.93	0	1
11111507-BLACK-TRUE-RED-XXL	55.93	0	1
11111507-BLK-MYKNS-BLUE-SM	55.93	0	1
11111507-BLK-MYKNS-BLUE-MD	55.93	0	1
11111507-BLK-MYKNS-BLUE-LG	55.93	0	1
11111507-BLK-MYKNS-BLUE-XL	55.93	0	1
11111507-BLK-MYKNS-BLUE-XXL	55.93	0	1
11111508-BLACK-SM	73.46	0	1
11111508-BLACK-MD	73.46	0	1
11111508-BLACK-LG	73.46	0	1
11111508-BLACK-XL	73.46	0	1
11111508-BLACK-XXL	73.46	0	1
11111417-BLACK-XXL	184.9	0	1
11111535-BLK-M	154.9	0	1
11111538-BLK-S	154.9	0	1
11111538-BLK-M	154.9	0	1
11111538-BLK-L	154.9	0	1
11111538-BLK-XL	154.9	0	1
11111538-BLK-SCRM-YLLW-L	154.9	0	1
11111538-BLK-SCRM-YLLW-XXL	154.9	0	1
11111539-BLK-SCRM-YLLW-S	90.96	0	1
11111539-BLK-SCRM-YLLW-M	90.96	0	1
11111539-BLK-SCRM-YLLW-L	90.96	0	1
11111539-BLK-SCRM-YLLW-XL	90.96	0	1
11111539-BLK-SCRM-YLLW-XXL	90.96	0	1
11111539-BLK-L	90.96	0	1
11111539-BLK-XL	90.96	0	1
11111540-BLK-L	134.9	0	1
11111540-BLK-XL	134.9	0	1
11111540-BLK-SCRM-YLLW-S	134.9	0	1
11111540-BLK-SCRM-YLLW-L	134.9	0	1
11111541-BLK-SCRM-YLLW-XL	109.9	0	1
11111541-BLK-SCRM-YLLW-XXL	109.9	0	1
11111554-BLK-S	109.9	0	1
11111554-BLK-M	109.9	0	1
11111554-BLK-L	109.9	0	1
11111541-BLK-SCRM-YLLW-S	109.9	0	1
11111541-BLK-SCRM-YLLW-M	109.9	0	1
11111555-BLK-S	94.9	0	1
11111562-BLK-BLK-XXL	150	0	1
11111602-BA-BLU-RUSH-5ND-S	150	0	1
11111602-BA-BLU-RUSH-5ND-XXL	150	0	1
11111611-BLACK-WHITE-SM	49.9	0	1
11111611-BLACK-WHITE-MD	49.9	0	1
11111611-BLACK-WHITE-LG	49.9	0	1
11111611-BLACK-WHITE-XL	49.9	0	1
11111611-BLACK-WHITE-XXL	49.9	0	1
11111613-BLACK-021-XL	139.9	0	1
11111637-BLACK-S	115	0	1
11111637-BLACK-M	115	0	1
11111637-BLACK-L	115	0	1
11111637-BLACK-XL	115	0	1
11111637-BLACK-2XL	115	0	1
11111701-BLACK-SM	150	0	1
11111701-BLK-TIBET-RED-SM	150	0	1
11111701-BLK-TIBET-RED-XXL	150	0	1
11111702-BLK-TIBET-RED-SM	170	0	1
11111702-BLK-TIBET-RED-XXL	170	0	1
11111705-BLK-BLUE-MIST-SM	140	0	1
11111705-BLK-BLUE-MIST-XXL	140	0	1
11111706-BLK-CITRON-5JU-SM	120	0	1
11111706-BLK-CITRON-5JU-XXL	120	0	1
11111706-BLK-BLU-MST-5JV-SM	120	0	1
11111706-BLK-BLU-MST-5JV-LG	120	0	1
11121301-YLLW-GRN-4NO-M	99.9	0	1
11121301-YLLW-GRN-4NO-L	99.9	0	1
11121301-YLLW-GRN-4NO-XL	99.9	0	1
11121301-YLLW-GRN-4NO-XXL	99.9	0	1
11121301-BLUE-SKY-4YP-S	99.9	0	1
11121301-BLUE-SKY-4YP-M	99.9	0	1
11121301-BLUE-SKY-4YP-L	99.9	0	1
11121301-BLUE-SKY-4YP-XL	99.9	0	1
11121301-BLUE-SKY-4YP-XXL	99.9	0	1
11121301-WHT-LIME-S	99.9	0	1
11121301-WHT-LIME-M	99.9	0	1
11121301-WHT-LIME-L	99.9	0	1
11121301-WHT-LIME-XL	99.9	0	1
11121301-WHT-LIME-XXL	99.9	0	1
11121301-SS14-TRUE-RED-WHITE-S	75	0	1
11121301-SS14-TRUE-RED-WHITE-M	75	0	1
11121301-SS14-TRUE-RED-WHITE-L	75	0	1
11121301-SS14-TRUE-RED-WHITE-XL	75	0	1
11121301-SS14-TRUE-RED-WHITE-XXL	75	0	1
11121301-SS14-WHITE-MARGARITA-S	75	0	1
11121301-SS14-WHITE-MARGARITA-M	75	0	1
11121301-SS14-WHITE-MARGARITA-L	75	0	1
11121301-SS14-WHITE-MARGARITA-XL	75	0	1
11121301-SS14-WHITE-MARGARITA-XXL	75	0	1
11121301-SS14-BLK-STILLWATER-S	75	0	1
11121301-SS14-BLK-STILLWATER-M	75	0	1
11121301-SS14-BLK-STILLWATER-L	75	0	1
11121301-SS14-BLK-STILLWATER-XL	75	0	1
11121301-SS14-BLK-STILLWATER-XXL	75	0	1
11121301-SS14-MYKONOS-BL-BLK-S	75	0	1
11121301-SS14-MYKONOS-BL-BLK-M	75	0	1
11121301-SS14-MYKONOS-BL-BLK-L	75	0	1
11121301-SS14-MYKONOS-BL-BLK-XL	75	0	1
11121301-SS14-MYKONOS-BL-BLK-XXL	75	0	1
11121301-SS14-SCRM-YLLW-BLK-S	75	0	1
11121301-SS14-SCRM-YLLW-BLK-M	75	0	1
11121301-SS14-SCRM-YLLW-BLK-L	75	0	1
11121301-SS14-SCRM-YLLW-BLK-XL	75	0	1
11121301-SS14-SCRM-YLLW-BLK-XXL	75	0	1
11121302-TRUE-RED-BLACK-S	89.9	0	1
11121302-TRUE-RED-BLACK-M	89.9	0	1
11121302-TRUE-RED-BLACK-L	89.9	0	1
11121302-TRUE-RED-BLACK-XL	89.9	0	1
11121302-TRUE-RED-BLACK-XXL	89.9	0	1
11121302-BLACK-SHADW-GRY-S	89.9	0	1
11121302-BLACK-SHADW-GRY-M	89.9	0	1
11121302-BLACK-SHADW-GRY-L	89.9	0	1
11121302-BLACK-SHADW-GRY-XL	89.9	0	1
11121302-BLACK-SHADW-GRY-XXL	89.9	0	1
11121306-SHDW-GRY-S	33.74	0	1
11121306-SHDW-GRY-M	33.74	0	1
11121306-SHDW-GRY-L	33.74	0	1
11121306-SHDW-GRY-XL	33.74	0	1
11121306-SHDW-GRY-XXL	33.74	0	1
11121306-BLK-SHDW-GRY-S	33.74	0	1
11121306-BLK-SHDW-GRY-M	33.74	0	1
11121306-BLK-SHDW-GRY-L	33.74	0	1
11121306-BLK-SHDW-GRY-XL	33.74	0	1
11121306-BLK-SHDW-GRY-XXL	33.74	0	1
11121306-MYKONOS-BL-BLK-S	33.74	0	1
11121306-MYKONOS-BL-BLK-M	33.74	0	1
11121306-MYKONOS-BL-BLK-L	33.74	0	1
11121306-MYKONOS-BL-BLK-XL	33.74	0	1
11121306-MYKONOS-BL-BLK-XXL	33.74	0	1
11121311-TRURED/WHITE-S	63	0	1
11121311-TRURED/WHITE-M	63	0	1
11121311-TRURED/WHITE-L	63	0	1
11121311-TRURED/WHITE-XL	63	0	1
11121311-TRURED/WHITE-XXL	63	0	1
11121311-MYKNOSBLU/WHTE-M	63	0	1
11121311-MYKNOSBLU/WHTE-L	63	0	1
11121311-MYKNOSBLU/WHTE-XL	63	0	1
11121311-MYKNOSBLU/WHTE-XXL	63	0	1
11121311-BLK-SHDW-S	63	0	1
11121311-BLK-SHDW-M	63	0	1
11121311-BLK-SHDW-L	63	0	1
11121311-BLK-SHDW-XL	63	0	1
11121311-BLK-SHDW-XXL	63	0	1
11121311-SCRM-YLW-BLK-S	63	0	1
11121311-SCRM-YLW-BLK-M	63	0	1
11121311-SCRM-YLW-BLK-L	63	0	1
11121311-SCRM-YLW-BLK-XL	63	0	1
11121311-SCRM-YLW-BLK-XXL	63	0	1
11121315-SS14-TRED-BLK-S	112.5	0	1
11121315-SS14-TRED-BLK-M	112.5	0	1
11121315-SS14-TRED-BLK-L	112.5	0	1
11121315-SS14-TRED-BLK-XL	112.5	0	1
11121315-SS14-TRED-BLK-XXL	112.5	0	1
11121371-CLASSIQUE-L	82.5	0	1
11121371-CLASSIQUE-M	82.5	0	1
11121371-CLASSIQUE-M/L	82.5	0	1
11121371-CLASSIQUE-S	82.5	0	1
11121371-CLASSIQUE-S/M	82.5	0	1
11121371-CLASSIQUE-XL	82.5	0	1
11121371-CLASSIQUE-XXL	82.5	0	1
11121404-TRURED/BLK-S	84.9	0	1
11121404-TRURED/BLK-M	84.9	0	1
11121404-TRURED/BLK-L	84.9	0	1
11121404-TRURED/BLK-XL	84.9	0	1
11121404-TRURED/BLK-XXL	84.9	0	1
11121404-SCRMNYLLW/BLK-S	84.9	0	1
11121404-SCRMNYLLW/BLK-M	84.9	0	1
11121404-SCRMNYLLW/BLK-L	84.9	0	1
11121404-SCRMNYLLW/BLK-XL	84.9	0	1
11121404-SCRMNYLLW/BLK-XXL	84.9	0	1
11121404-SS14-BLK-STLWATR-BLU-S	63.75	0	1
11121404-SS14-BLK-STLWATR-BLU-M	63.75	0	1
11121404-SS14-BLK-STLWATR-BLU-L	63.75	0	1
11121404-SS14-BLK-STLWATR-BLU-XL	63.75	0	1
11121404-SS14-BLK-STLWATR-BLU-XXL	63.75	0	1
11121405-BLK-S	52.5	0	1
11121405-BLK-M	52.5	0	1
11121405-BLK-L	52.5	0	1
11121405-BLK-XL	52.5	0	1
11121405-BLK-XXL	52.5	0	1
11121405-SHDW-GRY-S	52.5	0	1
11121405-SHDW-GRY-M	52.5	0	1
11121405-SHDW-GRY-L	52.5	0	1
11121405-SHDW-GRY-XL	52.5	0	1
11121405-SHDW-GRY-XXL	52.5	0	1
11121405-TRUE-RED-S	52.5	0	1
11121405-TRUE-RED-M	52.5	0	1
11121405-TRUE-RED-L	52.5	0	1
11121405-TRUE-RED-XL	52.5	0	1
11121405-TRUE-RED-XXL	52.5	0	1
11121405-MYKONOS-BLUE-S	52.5	0	1
11121405-MYKONOS-BLUE-M	52.5	0	1
11121405-MYKONOS-BLUE-L	52.5	0	1
11121405-MYKONOS-BLUE-XL	52.5	0	1
11121405-MYKONOS-BLUE-XXL	52.5	0	1
11121405-SCRM-YLLW-S	52.5	0	1
11121405-SCRM-YLLW-M	52.5	0	1
11121405-SCRM-YLLW-L	52.5	0	1
11121405-SCRM-YLLW-XL	52.5	0	1
11121405-SCRM-YLLW-XXL	52.5	0	1
11121405-WHT-S	52.5	0	1
11121405-WHT-M	52.5	0	1
11121405-WHT-L	52.5	0	1
11121405-WHT-XL	52.5	0	1
11121405-WHT-XXL	52.5	0	1
11111706-BLK-BLU-MST-5JV-XXL	120	0	1
11111708-BLACK-XXL	150	0	1
11121301-BLK-SHDW-2FJ-S	99.9	0	1
11121301-BLK-SHDW-2FJ-M	99.9	0	1
11121301-BLK-SHDW-2FJ-L	99.9	0	1
11121301-BLK-SHDW-2FJ-XL	99.9	0	1
11121301-BLK-SHDW-2FJ-XXL	99.9	0	1
11121301-RED-BLK-3DM-S	99.9	0	1
11121301-RED-BLK-3DM-M	99.9	0	1
11121301-RED-BLK-3DM-L	99.9	0	1
11121301-RED-BLK-3DM-XL	99.9	0	1
11121301-RED-BLK-3DM-XXL	99.9	0	1
11121407-ECLIPSE-BLU-5IN-XL	50	0	1
11121407-TI-RD-EC-BL-5MI-S	50	0	1
11121407-SS15-MKONOS-BLUE-L	49.9	0	1
11121407-SS15-MKONOS-BLUE-M	49.9	0	1
11121407-SS15-MKONOS-BLUE-S	49.9	0	1
11121407-SS15-MKONOS-BLUE-XL	49.9	0	1
11121407-SS15-MKONOS-BLUE-XXL	49.9	0	1
11121408-ECLIPSE-BLU-5IN-M	45	0	1
11121408-ECLIPSE-BLU-5IN-L	45	0	1
11121408-ECLIPSE-BLU-5IN-XL	45	0	1
11121408-TI-RD-EC-BL-5MI-S	45	0	1
11121408-TI-RD-EC-BL-5MI-XXL	45	0	1
11121408-SCR-YLLW-429-S	45	0	1
11121408-SCR-YLLW-429-M	45	0	1
11121408-SCR-YLLW-429-L	45	0	1
11121408-SCR-YLLW-429-XL	45	0	1
11121408-SCR-YLLW-429-XXL	45	0	1
11121409-FW16-BLK-S	64.9	0	1
11121409-FW16-BLK-M	64.9	0	1
11121409-FW16-BLK-L	64.9	0	1
11121409-FW16-BLK-XL	64.9	0	1
11121409-FW16-BLK-XXL	64.9	0	1
11121409-FW16-SCRM-YLLW-S	64.9	0	1
11121409-FW16-SCRM-YLLW-M	64.9	0	1
11121415-BLK-S	64.68	0	1
11121415-BLK-M	64.68	0	1
11121415-BLK-L	64.68	0	1
11121415-BLK-XL	64.68	0	1
11121415-BLK-XXL	64.68	0	1
11121415-BLK-SCRM-YLLW-S	64.68	0	1
11121415-BLK-SCRM-YLLW-M	64.68	0	1
11121415-BLK-SCRM-YLLW-L	64.68	0	1
11121415-BLK-SCRM-YLLW-XL	64.68	0	1
11121415-BLK-SCRM-YLLW-XXL	64.68	0	1
11121415-SHW-GRY-WHT-S	64.68	0	1
11121415-SHW-GRY-WHT-M	64.68	0	1
11121415-SHW-GRY-WHT-L	64.68	0	1
11121415-SHW-GRY-WHT-XL	64.68	0	1
11121415-SHW-GRY-WHT-XXL	64.68	0	1
11121415-RED-BLK-S	64.68	0	1
11121415-RED-BLK-M	64.68	0	1
11121415-RED-BLK-L	64.68	0	1
11121415-RED-BLK-XL	64.68	0	1
11121415-RED-BLK-XXL	64.68	0	1
11121415-MYK-BLU-GRY-S	64.68	0	1
11121415-MYK-BLU-GRY-M	64.68	0	1
11121415-MYK-BLU-GRY-L	64.68	0	1
11121415-MYK-BLU-GRY-XL	64.68	0	1
11121415-MYK-BLU-GRY-XXL	64.68	0	1
11121501-RED-3DE-S	34.99	0	1
11121501-RED-3DE-M	34.99	0	1
11121501-RED-3DE-L	34.99	0	1
11121501-RED-3DE-XL	34.99	0	1
11121501-RED-3DE-XXL	34.99	0	1
11121501-BLK-LIME-4TZ-S	34.99	0	1
11121501-BLK-LIME-4TZ-M	34.99	0	1
11121501-BLK-LIME-4TZ-L	34.99	0	1
11121501-BLK-LIME-4TZ-XL	34.99	0	1
11121501-BLK-LIME-4TZ-XXL	34.99	0	1
11121535-MYK-BLU-BLK-M	52.46	0	1
11121535-MYK-BLU-BLK-L	52.46	0	1
11121535-MYK-BLU-BLK-XL	52.46	0	1
11121535-MYK-BLU-BLK-XXL	52.46	0	1
11121535-GRN-FLSH-S	52.46	0	1
11121535-GRN-FLSH-M	52.46	0	1
11121535-GRN-FLSH-L	52.46	0	1
11121535-GRN-FLSH-XL	52.46	0	1
11121535-GRN-FLSH-XXL	52.46	0	1
11121535-SCRM-YLW-S	52.46	0	1
11121535-SCRM-YLW-M	52.46	0	1
11121535-SCRM-YLW-L	52.46	0	1
11121535-SCRM-YLW-XL	52.46	0	1
11121535-SCRM-YLW-XXL	52.46	0	1
11121536-BLK-BLK-S	54.99	0	1
11121536-BLK-BLK-M	54.99	0	1
11121536-BLK-BLK-L	54.99	0	1
11121536-BLK-BLK-XL	54.99	0	1
11121536-BLK-BLK-XXL	54.99	0	1
11121536-SCRM-YLLW-S	54.99	0	1
11121536-SCRM-YLLW-M	54.99	0	1
11121536-SCRM-YLLW-L	54.99	0	1
11121536-SCRM-YLLW-XL	54.99	0	1
11121536-SCRM-YLLW-XXL	54.99	0	1
11121536-TRUE-RED-S	54.99	0	1
11121536-TRUE-RED-M	54.99	0	1
11121536-TRUE-RED-L	54.99	0	1
11121536-TRUE-RED-XL	54.99	0	1
11121536-TRUE-RED-XXL	54.99	0	1
11121536-MYK-BLUE-BLK-S	54.99	0	1
11121536-MYK-BLUE-BLK-M	54.99	0	1
11121536-MYK-BLUE-BLK-L	54.99	0	1
11121536-MYK-BLUE-BLK-XL	54.99	0	1
11121536-MYK-BLUE-BLK-XXL	54.99	0	1
11121536-GRN-FLSH-S	54.99	0	1
11121536-GRN-FLSH-M	54.99	0	1
11121536-GRN-FLSH-L	54.99	0	1
11121536-GRN-FLSH-XL	54.99	0	1
11121536-GRN-FLSH-XXL	54.99	0	1
11121602-EC-BL-TI-RD-5KO-S	139.9	0	1
11121501-RED-BLK-4XG-M	34.99	0	1
11121501-RED-BLK-4XG-L	34.99	0	1
11121501-RED-BLK-4XG-XL	34.99	0	1
11121501-RED-BLK-4XG-XXL	34.99	0	1
11121501-SCRM-YLLW-428-S	34.99	0	1
11121501-SCRM-YLLW-428-M	34.99	0	1
11121501-SCRM-YLLW-428-L	34.99	0	1
11121501-SCRM-YLLW-428-XL	34.99	0	1
11121501-SCRM-YLLW-428-XXL	34.99	0	1
11121535-BLK-BLK-S	52.46	0	1
11121535-BLK-BLK-M	52.46	0	1
11121535-BLK-BLK-L	52.46	0	1
11121535-BLK-BLK-XL	52.46	0	1
11121535-BLK-BLK-XXL	52.46	0	1
11121535-TRU-RED-S	52.46	0	1
11121535-TRU-RED-M	52.46	0	1
11121535-TRU-RED-L	52.46	0	1
11121535-TRU-RED-XL	52.46	0	1
11121535-TRU-RED-XXL	52.46	0	1
11121407-TI-RD-EC-BL-5MI-L	50	0	1
11121407-TI-RD-EC-BL-5MI-XL	50	0	1
11121409-FW16-SCRM-YLLW-XXL	64.9	0	1
11121409-FW16-TIBET-RED-4VR-L	64.9	0	1
11121409-FW16-TIBET-RED-4VR-XL	64.9	0	1
11121602-EC-BL-TI-RD-5KO-XL	139.9	0	1
11121602-SS16-TIBET-LIME-L	139.9	0	1
11121602-SS16-TIBET-LIME-XL	139.9	0	1
11121602-SS16-TIBET-LIME-XXL	139.9	0	1
11121602-SS16-SCRM-YLLW-BLK-S	139.9	0	1
11121602-SS16-SCRM-YLLW-BLK-M	139.9	0	1
11121602-SS16-SCRM-YLLW-BLK-L	139.9	0	1
11121602-SS16-SCRM-YLLW-BLK-XXL	139.9	0	1
11131104-WHITE/BLACK-S	56.25	0	
11131104-WHITE/BLACK-M	56.25	0	
11131104-WHITE/BLACK-L	56.25	0	
11131104-WHITE/BLACK-XL	56.25	0	
11131104-WHITE/BLACK-XXL	56.25	0	
11131104-BLACK/WHITE-S	56.25	0	
11131104-BLACK/WHITE-M	56.25	0	
11131104-BLACK/WHITE-L	56.25	0	
11131104-BLACK/WHITE-XL	56.25	0	
11131104-BLACK/WHITE-XXL	56.25	0	
11131310-BLACK-S	109.9	0	
11131310-BLACK-M	109.9	0	
11131310-BLACK-L	109.9	0	
11131310-BLACK-XL	109.9	0	
11131310-BLACK-2XL	109.9	0	
11131310-WHITE-S	109.9	0	
11131310-WHITE-M	109.9	0	
11131310-WHITE-L	109.9	0	
11131310-WHITE-XL	109.9	0	
11131310-WHITE-2XL	109.9	0	
11131310-SCRM-YELLOW-BLK-S	109.9	0	
11131310-SCRM-YELLOW-BLK-M	109.9	0	
11131310-SCRM-YELLOW-BLK-L	109.9	0	
11131310-SCRM-YELLOW-BLK-XL	109.9	0	
11131310-SCRM-YELLOW-BLK-2XL	109.9	0	
11131335-BLK-S	69.9	0	1
11131335-BLK-M	69.9	0	1
11131335-BLK-L	69.9	0	1
