sku	price	quantity	leadtime-to-ship
9972647-BLACK-46	89.99	0	1
9972647-YELLOW-44.5	89.99	0	1
9972647-BLACK-43	89.99	0	1
9972648-FERRARI-LARGE	99.99	0	
9972649-BLACK-L	130	0	
9972655-YELLOW-FLUO-45	89.99	0	1
9972676-BLUE-CAMOUFLAGE-OS-50-56CM	75	0	1
9972676-RACE-RED-OS-50-56CM	75	0	1
9972676-WHITE-OS-50-56CM	75	0	1
9972732-GIANT-ALPECIN-LARGE	20	0	1
9972808-BLACK-RED-S/M	56.99	0	1
9972809-BLACK-RED-S/M	62.95	0	1
9972845-CHARCOAL-FL-RED-M	104.95	0	1
9972846-BLACK-FLSH-ORNG-MD	134.99	0	1
9972846-WHITE-LG	134.99	0	1
9972846-WHITE-SM	134.99	0	1
9972846-WHITE-MD	134.99	0	1
9972846-MATTE-BLACK-SM	134.99	0	1
9972846-MATTE-BLACK-LG	134.99	0	1
9972846-BLACK-FLSH-ORNG-SM	134.99	0	1
9972846-BLACK-FLSH-ORNG-LG	134.99	0	1
9972846-FL-ORANGE-WHITE-LG	134.99	0	1
9972872-WHITE-VIOLET-37	99.99	0	1
9972872-BLACK-RED-40	99.99	0	1
9972880-WHITE-1X	80	0	
9972880-WHITE-2X	80	0	
9972880-WHITE-3X	80	0	
9972880-PROM-1X	80	0	
9972880-PROM-2X	80	0	
9972880-PROM-3X	80	0	
9972881-PROM-2X	75	0	
9972881-SCUBA-1X	75	0	
9972881-SCUBA-2X	75	0	
9972881-SCUBA-3X	75	0	
9972889-MATTE-BLACK-MD-LG	62.99	0	1
9972890-DRK-BRWN-WOOD-SMALL	64.99	0	1
9972890-DRK-BRWN-WOOD-MEDIUM	64.99	0	1
9972890-DRK-BRWN-WOOD-LARGE	64.99	0	1
9972892-MATTE-WHITE-MEDIUM	94.99	0	1
9972892-MATTE-BLACK-LARGE	94.99	0	1
9972894-MATTE-WHITE-MEDIUM	164.99	0	1
9972894-MATTE-BLACK-MEDIUM	164.99	0	1
9972894-MATTE-BLACK-LARGE	164.99	0	1
9972894-MAT-TITANIUM-MEDIUM	164.99	0	1
9972894-MAT-TITANIUM-LARGE	164.99	0	1
9972924-BLACK-LIME-46	199.95	0	1
9972924-BLACK-LIME-46.5	199.95	0	1
9972924-BLACK-LIME-47	199.95	0	1
9972924-BLACK-LIME-48	199.95	0	1
9972924-GLOW-RED-BLACK-39	199.95	0	1
9972924-GLOW-RED-BLACK-39.5	199.95	0	1
9972924-GLOW-RED-BLACK-40	199.95	0	1
9972924-GLOW-RED-BLACK-40.5	199.95	0	1
9972924-GLOW-RED-BLACK-41	199.95	0	1
9972924-GLOW-RED-BLACK-41.5	199.95	0	1
9972924-GLOW-RED-BLACK-42	199.95	0	1
9972924-GLOW-RED-BLACK-42.5	199.95	0	1
9972924-GLOW-RED-BLACK-43	199.95	0	1
9972924-GLOW-RED-BLACK-43.5	199.95	0	1
9972924-GLOW-RED-BLACK-44	199.95	0	1
9972924-GLOW-RED-BLACK-44.5	199.95	0	1
9972924-GLOW-RED-BLACK-45	199.95	0	1
9972924-GLOW-RED-BLACK-45.5	199.95	0	1
9972924-GLOW-RED-BLACK-46	199.95	0	1
9972924-GLOW-RED-BLACK-46.5	199.95	0	1
9972924-GLOW-RED-BLACK-47	199.95	0	1
9972924-GLOW-RED-BLACK-48	199.95	0	1
9972926-MT-BLK/GL-BLK-39	192.45	0	1
9972926-MT-BLK/GL-BLK-39.5	192.45	0	1
9972926-MT-BLK/GL-BLK-40	192.45	0	1
9972926-MT-BLK/GL-BLK-40.5	192.45	0	1
9972926-MT-BLK/GL-BLK-41	192.45	0	1
9972926-MT-BLK/GL-BLK-41.5	192.45	0	1
9972926-MT-BLK/GL-BLK-42	192.45	0	1
9972926-MT-BLK/GL-BLK-42.5	192.45	0	1
9972926-MT-BLK/GL-BLK-43	192.45	0	1
9972926-MT-BLK/GL-BLK-43.5	192.45	0	1
9972926-MT-BLK/GL-BLK-44	192.45	0	1
9972926-MT-BLK/GL-BLK-44.5	192.45	0	1
9972926-MT-BLK/GL-BLK-45	192.45	0	1
9972926-MT-BLK/GL-BLK-45.5	192.45	0	1
9972926-MT-BLK/GL-BLK-46	192.45	0	1
9972896-BLACK-OS-50-56CM	54.99	0	1
9972896-LIGHT-BLUE-OS-50-56CM	54.99	0	1
9972896-PINK-OS-50-56CM	54.99	0	1
9972916-BLACK-SUNSET-SMALL	59.99	0	1
9972916-BLACK-SUNSET-MEDIUM	59.99	0	1
9972917-MONTANA-S	29.99	0	1
9972917-MONTANA-2XL	29.99	0	1
9972917-GREY-DENIM-L	29.99	0	1
9972917-GREY-DENIM-XL	29.99	0	1
9972917-GREY-DENIM-2XL	29.99	0	1
9972918-MONTANA-2XL	49.99	0	1
9972924-BLACK-LIME-39	199.95	0	1
9972924-BLACK-LIME-39.5	199.95	0	1
9972924-BLACK-LIME-40	199.95	0	1
9972924-BLACK-LIME-40.5	199.95	0	1
9972924-BLACK-LIME-41	199.95	0	1
9972924-BLACK-LIME-41.5	199.95	0	1
9972924-BLACK-LIME-42.5	199.95	0	1
9972924-BLACK-LIME-43	199.95	0	1
9972924-BLACK-LIME-43.5	199.95	0	1
9972924-BLACK-LIME-44	199.95	0	1
9972924-BLACK-LIME-44.5	199.95	0	1
9972926-MT-BLK/GL-BLK-47	192.45	0	1
9972926-RED/BLACK-39	192.45	0	1
9972926-RED/BLACK-39.5	192.45	0	1
9972926-RED/BLACK-40	192.45	0	1
9972926-RED/BLACK-40.5	192.45	0	1
9972926-RED/BLACK-41	192.45	0	1
9972926-RED/BLACK-41.5	192.45	0	1
9972926-RED/BLACK-42	192.45	0	1
9972926-RED/BLACK-42.5	192.45	0	1
9972926-RED/BLACK-47	192.45	0	1
9972926-RED/BLACK-48	192.45	0	1
9972929-MATTE-BLK/BLK-39/6.5	179.99	0	1
9972929-MATTE-BLK/BLK-39.5/6.75	179.99	0	1
9972929-MATTE-BLK/BLK-40/7.25	179.99	0	1
9972929-MATTE-BLK/BLK-40.5/7.5	179.99	0	1
9972929-MATTE-BLK/BLK-41/8	179.99	0	1
9972929-MATTE-BLK/BLK-41.5/8.25	179.99	0	1
9972929-MATTE-BLK/BLK-42/8.75	179.99	0	1
9972929-MATTE-BLK/BLK-43.5/10	179.99	0	1
9972929-MATTE-BLK/BLK-44/10.25	179.99	0	1
9972929-MATTE-BLK/BLK-44.5/10.75	179.99	0	1
9972926-RED/BLACK-45.5	192.45	0	1
9972929-MATTE-BLK/BLK-46.5/12.25	179.99	0	1
9972929-MATTE-BLK/BLK-48/13.5	179.99	0	1
9972930-BLACK-BRT-RED-39	134.99	0	1
9972930-BLACK-BRT-RED-39.5	134.99	0	1
9972930-BLACK-BRT-RED-40	134.99	0	1
9972930-BLACK-BRT-RED-40.5	134.99	0	1
9972930-BLACK-BRT-RED-45.5	134.99	0	1
9972930-BLACK-BRT-RED-46	134.99	0	1
9972930-BLACK-BRT-RED-46.5	134.99	0	1
9972930-BLACK-BRT-RED-44	134.99	0	1
9972930-BLACK-BRT-RED-44.5	134.99	0	1
9972931-DARK-SHDW-FLAME-39	134.99	0	1
9972931-DARK-SHDW-FLAME-39.5	134.99	0	1
9972931-DARK-SHDW-FLAME-40	134.99	0	1
9972931-DARK-SHDW-FLAME-40.5	134.99	0	1
9972931-DARK-SHDW-FLAME-41	134.99	0	1
9972931-DARK-SHDW-FLAME-41.5	134.99	0	1
9972931-DARK-SHDW-FLAME-42	134.99	0	1
9972931-DARK-SHDW-FLAME-42.5	134.99	0	1
9972931-DARK-SHDW-FLAME-43	134.99	0	1
9972931-DARK-SHDW-FLAME-44	134.99	0	1
9972931-DARK-SHDW-FLAME-44.5	134.99	0	1
9972931-DARK-SHDW-FLAME-45.5	134.99	0	1
9972931-DARK-SHDW-FLAME-46.5	134.99	0	1
9972931-DARK-SHDW-FLAME-47	134.99	0	1
9972931-BLACK-GUM-39	134.99	0	1
9972931-BLACK-GUM-39.5	134.99	0	1
9972931-BLACK-GUM-40	134.99	0	1
9972931-BLACK-GUM-40.5	134.99	0	1
9972931-BLACK-GUM-41	134.99	0	1
9972931-BLACK-GUM-41.5	134.99	0	1
9972931-BLACK-GUM-42	134.99	0	1
9972931-BLUE-JEWEL-39	134.99	0	1
9972931-BLUE-JEWEL-39.5	134.99	0	1
9972931-BLUE-JEWEL-40	134.99	0	1
9972931-BLUE-JEWEL-40.5	134.99	0	1
9972931-BLUE-JEWEL-41	134.99	0	1
9972931-BLUE-JEWEL-41.5	134.99	0	1
9972931-BLUE-JEWEL-42	134.99	0	1
9972931-BLUE-JEWEL-42.5	134.99	0	1
9972931-BLUE-JEWEL-43	134.99	0	1
9972931-BLUE-JEWEL-43.5	134.99	0	1
9972931-BLUE-JEWEL-44	134.99	0	1
9972931-BLUE-JEWEL-44.5	134.99	0	1
9972931-BLUE-JEWEL-45	134.99	0	1
9972931-BLUE-JEWEL-45.5	134.99	0	1
9972931-BLUE-JEWEL-46	134.99	0	1
9972931-BLUE-JEWEL-46.5	134.99	0	1
9972931-BLUE-JEWEL-47	134.99	0	1
9972931-BLUE-JEWEL-48	134.99	0	1
9972932-SIL-WHITE-BLUE-36	116.99	0	1
9972932-SIL-WHITE-BLUE-37	116.99	0	1
9972932-SIL-WHITE-BLUE-37.5	116.99	0	1
9972932-SIL-WHITE-BLUE-38	116.99	0	1
9972933-BLACK-36	134.99	0	1
9972933-CHAR-TURQ-36	134.99	0	1
9972933-CHAR-TURQ-37	134.99	0	1
9972933-CHAR-TURQ-37.5	134.99	0	1
9972933-CHAR-TURQ-38	134.99	0	1
9972933-CHAR-TURQ-39	134.99	0	1
9972933-CHAR-TURQ-39.5	134.99	0	1
9972933-CHAR-TURQ-40	134.99	0	1
9972933-CHAR-TURQ-41	134.99	0	1
9972933-CHAR-TURQ-41.5	134.99	0	1
9972933-CHAR-TURQ-42	134.99	0	1
9972933-CHAR-TURQ-43	134.99	0	1
9972976-BLACK-L	69.99	0	
9972976-BLACK-XL	69.99	0	
9972976-BLACK-M	69.99	0	
9972977-BLACK-S	59.99	0	
9972977-BLACK-M	59.99	0	
9972977-BLACK-L	59.99	0	
9972977-BLACK-XL	59.99	0	
9972985-CYAN-MED(55-59CM)	150	0	
9973033-MATTE-DARKNESS-SMALL	220	0	1
9973033-MATTE-DARKNESS-MEDIUM	220	0	1
9973033-MATTE-DARKNESS-LARGE	220	0	1
9973033-MATTE-NEON-ORNG-SMALL	220	0	1
9973033-MATTE-NEON-ORNG-MEDIUM	220	0	1
9973033-MATTE-NEON-ORNG-LARGE	220	0	1
9973033-MATTE-OPAL-CHAR-SMALL	220	0	1
9973033-MATTE-OPAL-CHAR-MEDIUM	220	0	1
9973033-MATTE-OPAL-CHAR-LARGE	220	0	1
9973033-MATTE-PINK-CHAR-SMALL	220	0	1
9973033-MATTE-PINK-CHAR-MEDIUM	220	0	1
9973033-MATTE-PINK-CHAR-LARGE	220	0	1
9973034-MATTE-WHITE-SMALL	208	0	1
9973034-MATTE-WHITE-MEDIUM	208	0	1
9973034-MATTE-WHITE-LARGE	208	0	1
9973034-MATTE-BLACK-SMALL	208	0	1
9973034-MATTE-BLACK-MEDIUM	208	0	1
9973034-MATTE-BLACK-LARGE	208	0	1
9973034-MATTE-DARKNESS-MEDIUM	208	0	1
9973034-MATTE-DARKNESS-LARGE	208	0	1
9973035-BLACK-SMALL	250	0	1
9972985-WHITE-MED(55-59CM)	150	0	
9973005-COBALT-3XL	54.99	0	
9973005-FERRARI-3XL	54.99	0	
9973005-WHITE-3XL	54.99	0	
9973009-BLACK-RED-ONE-SIZE	15.99	0	
9973011-BLACK	32.99	0	1
9973033-MATTE-WHITE-SMALL	220	0	1
9973033-MATTE-WHITE-LARGE	220	0	1
9973033-MATTE-BLACK-SMALL	220	0	1
9973033-MATTE-BLACK-MEDIUM	220	0	1
9973035-BLACK-LARGE	250	0	1
9973035-MATTE-BLACK-SMALL	250	0	1
9973035-MAT-REACT-GRAD-LARGE	250	0	1
9973035-MT-WHITE-FROST-SMALL	250	0	1
9973035-MT-WHITE-FROST-MEDIUM	250	0	1
9973035-MT-WHITE-FROST-LARGE	250	0	1
9973036-MATTE-BLACK-SMALL	290	0	1
9973036-MATTE-BLACK-MEDIUM	290	0	1
9973036-MATTE-BLACK-LARGE	290	0	1
9973036-MT-WHITE-FROST-SMALL	290	0	1
9973035-MATTE-PINK-CHAR-SMALL	250	0	1
9973035-MATTE-PINK-CHAR-MEDIUM	250	0	1
9973035-MATTE-PINK-CHAR-LARGE	250	0	1
9973035-MAT-REACT-GRAD-SMALL	250	0	1
9973037-LEMON-LIME-4.11-LBS	52.8	0	1
9973043-CHARCOAL-S	49.99	0	1
9973043-CHARCOAL-M	49.99	0	1
9973043-CHARCOAL-L	49.99	0	1
9973043-CHARCOAL-XL	49.99	0	1
9973043-BURGUNDY-L	49.99	0	1
9973043-BURGUNDY-XL	49.99	0	1
9973043-BURGUNDY-2XL	49.99	0	1
9973044-BLACK-X-SMALL	69.99	0	
9973045-FUCHSIA-SMALL	44.99	0	
9973045-FUCHSIA-MEDIUM	44.99	0	
9973045-FUCHSIA-LARGE	44.99	0	
9973045-FUCHSIA-X-LARGE	44.99	0	
9973046-BLACK-X-SMALL	69.99	0	
9973046-BLACK-X-LARGE	69.99	0	
9973047-BLACK-S/M	29.99	0	1
9973047-BLACK-L/XL	29.99	0	1
9973047-HI-VIS-S/M	29.99	0	1
9973047-HI-VIS-L/XL	29.99	0	1
9973060-NIBBLES-S-M	11.99	0	1
9973061-SKULLY-S-M	10.95	0	1
9973045-OCEAN-SMALL	44.99	0	
9973045-OCEAN-MEDIUM	44.99	0	
9973045-OCEAN-LARGE	44.99	0	
9973043-BURGUNDY-S	49.99	0	1
9973064-DERBY-L-XL	10.95	0	1
9973065-LIBERTY-L-XL	10.95	0	1
9973066-DAREDEVIL-L-XL	12.95	0	1
9973067-JELLYFISH-S-M	10.99	0	1
9973068-FREEBIRD-S-M	10.99	0	1
9973069-LILY-S-M	10.99	0	1
9973071-PINK-PETALS-S-M	10.99	0	1
9973089-BLACK-L	129.99	0	1
9973092-BLACK-L	17.5	0	
9973092-BLACK-XL	17.5	0	
9973101-FLUO-YELLOW-SMALL	149.99	0	1
9973101-FLUO-YELLOW-MEDIUM	149.99	0	1
9973101-FLUO-YELLOW-LARGE	149.99	0	1
9973101-FLUO-YELLOW-X-LARGE	149.99	0	1
9973101-BLACK-RED-SMALL	149.99	0	1
9973101-BLACK-RED-MEDIUM	149.99	0	1
9973101-WHITE-SMALL	149.99	0	1
9973101-WHITE-MEDIUM	149.99	0	1
9973101-WHITE-LARGE	149.99	0	1
9973101-NAVY-BLUE-WHITE-SMALL	149.99	0	1
9973101-NAVY-BLUE-WHITE-MEDIUM	149.99	0	1
9973101-NAVY-BLUE-WHITE-LARGE	149.99	0	1
9973101-NAVY-BLUE-WHITE-X-LARGE	149.99	0	1
9973101-BLACK-ANTHRACIT-SMALL	149.99	0	1
9973101-BLACK-ANTHRACIT-LARGE	149.99	0	1
9973101-NAVY-BLUE-PINK-MEDIUM	149.99	0	1
9973101-NAVY-BLUE-PINK-LARGE	149.99	0	1
9973101-NAVY-BLUE-PINK-X-LARGE	149.99	0	1
9973101-BLACK-RED-X-LARGE	149.99	0	1
9973101-NAVY-BLUE-PINK-SMALL	149.99	0	1
9973101-BLACK-FUCHSIA-SMALL	149.99	0	1
9973101-BLACK-FUCHSIA-MEDIUM	149.99	0	1
9973101-BLACK-FUCHSIA-LARGE	149.99	0	1
9973101-BLACK-FUCHSIA-X-LARGE	149.99	0	1
9973103-BLACK-LIME-MEDIUM	249	0	1
9973103-BLACK-LIME-LARGE	249	0	1
9973103-WHITE-LT-BLUE-MEDIUM	249	0	1
9973103-WHITE-LT-BLUE-LARGE	249	0	1
9973103-PINK-NAVY-BLUE-MEDIUM	249	0	1
9973103-MATTE-BLACK-MEDIUM	249	0	1
9973103-MATTE-BLACK-LARGE	249	0	1
9973103-BLACK-BLACK-MEDIUM	249	0	1
9973103-BLACK-BLACK-LARGE	249	0	1
9973103-BLACK-RED-MEDIUM	249	0	1
9973103-BLACK-RED-LARGE	249	0	1
9973103-NAVY-BLUE-PINK-MEDIUM	249	0	1
9973103-NAVY-BLUE-PINK-LARGE	249	0	1
9973191-BLK-L	25	0	1
722252333018	0	0	1
9973229-FLASH-YELLOW-SMALL-52-56CM	119.99	0	1
9973229-CELESTE-MD-LG-55-61CM	119.99	0	1
9973230-BLACK-TI-ACCENT-47	81.99	0	1
9973230-BLACK-TI-ACCENT-46	81.99	0	1
9973259-MATTE-BLACK-56-60CM	40	0	
9973260-WHITE-36	374.99	0	1
9973260-WHITE-37	374.99	0	1
9973260-WHITE-38	374.99	0	1
9973260-WHITE-39	374.99	0	1
9973260-WHITE-39.5	374.99	0	1
9973260-WHITE-40	374.99	0	1
9973260-WHITE-40.5	374.99	0	1
9973260-WHITE-41	374.99	0	1
9973260-WHITE-41.5	374.99	0	1
9973260-WHITE-42	374.99	0	1
9973260-WHITE-42.5	374.99	0	1
9973260-WHITE-43	374.99	0	1
9973260-WHITE-43.5	374.99	0	1
9973260-WHITE-44	374.99	0	1
9973260-WHITE-44.5	374.99	0	1
9973260-WHITE-45	374.99	0	1
9973260-WHITE-45.5	374.99	0	1
9973260-WHITE-46	374.99	0	1
9973260-WHITE-47	374.99	0	1
9973260-WHITE-48	374.99	0	1
9973269-BLACK-M	14.99	0	1
9973269-BLACK-L	14.99	0	1
9973101-WHITE-FLUO-ORNG-SMALL	149.99	0	1
9973101-WHITE-FLUO-ORNG-MEDIUM	149.99	0	1
9973101-WHITE-FLUO-ORNG-LARGE	149.99	0	1
9973101-WHITE-FLUO-ORNG-X-LARGE	149.99	0	1
9973101-WHITE-NAVY-BLUE-SMALL	149.99	0	1
9973101-WHITE-NAVY-BLUE-X-LARGE	149.99	0	1
9973101-WHITE-BLACK-SMALL	149.99	0	1
9973101-WHITE-BLACK-X-LARGE	149.99	0	1
9973102-BLACK-MATTE-MEDIUM	199.99	0	1
9973337-BLACK-SILVER-45.5	389.99	0	1
9973337-BLACK-SILVER-45	389.99	0	1
9973348-BLACK-SMALL	58.45	0	1
9973348-BLACK-MEDIUM	58.45	0	1
9973348-BLACK-LARGE	58.45	0	1
9973348-BLACK-X-LARGE	58.45	0	1
9973348-BLACK-2X-LARGE	58.45	0	1
9973360-TIE-DYE-BLACK-9/16	17.99	0	1
9973360-TIE-DYE-BLUE-9/16	17.99	0	1
9973360-TIE-DYE-PURPLE-9/16	17.99	0	1
9973362-SILVER-25T	56.99	0	1
9973367-BLK-WHITE-RED-M	80	0	
9973381-GREEN-FLUO-44.5	119.99	0	1
9973382-BLACK-M	39.95	0	1
9973410-BLACK-OS	17.5	0	
9973101-BLACK-ANTHRACIT-X-LARGE	149.99	0	1
9973410-CARBON-OS	17.5	0	
9973410-LIGHT-BLUE-OS	17.5	0	
9973410-PINK-OS	17.5	0	
9973410-RAINBOW-OS	17.5	0	
9973429-BLACK-XS	85	0	
9973429-BLACK-S	85	0	
9973429-BLACK-M	85	0	
9973429-BLACK-L	85	0	
9973429-BLACK-XL	85	0	
9973429-PROM-XS	85	0	
9973429-PROM-S	85	0	
9973429-PROM-M	85	0	
9973429-PROM-L	85	0	
9973429-PROM-XL	85	0	
9973439-BLACK-OS	17.5	0	
9973439-WHITE-OS	17.5	0	
9973470-RED-L	14.99	0	1
9973470-BLACK-L	14.99	0	1
9973510-BLACK-WHITE-RED-4	199.99	0	1
9973510-BLACK-WHITE-RED-4.5	199.99	0	1
9973510-BLACK-WHITE-RED-5	199.99	0	1
9973510-BLACK-WHITE-RED-5.5	199.99	0	1
9973510-BLACK-WHITE-RED-6	199.99	0	1
9973510-BLACK-WHITE-RED-6.5	199.99	0	1
9973510-BLACK-WHITE-RED-7	199.99	0	1
9973510-BLACK-WHITE-RED-7.5	199.99	0	1
9973510-BLACK-WHITE-RED-8	199.99	0	1
9973510-BLACK-WHITE-RED-8.5	199.99	0	1
9973510-BLACK-WHITE-RED-9	199.99	0	1
9973510-BLACK-WHITE-RED-9.5	199.99	0	1
9973510-BLACK-WHITE-RED-10	199.99	0	1
9973510-BLACK-WHITE-RED-10.5	199.99	0	1
9973510-BLACK-WHITE-RED-11	199.99	0	1
9973510-BLACK-WHITE-RED-11.5	199.99	0	1
9973510-BLACK-WHITE-RED-12	199.99	0	1
9973510-BLACK-WHITE-RED-12.5	199.99	0	1
9973510-BLACK-WHITE-RED-13	199.99	0	1
9973510-BLACK-WHITE-RED-13.5	199.99	0	1
9973536-MAT-TITAN-FLAME-MED-57-59CM	200	0	
9973536-MATTE-BLACK-MED-57-59CM	200	0	
9973558-WTF-L-XL	11.99	0	1
9973599-BLK-GREEN-WHITE-L-XL	11.99	0	1
9973606-RED-SM-MD	44.9	0	1
9973614-BLACK-BLUE-M	35	0	
9973439-DARK-BLUE-OS	17.5	0	
9973439-GREEN-OS	17.5	0	
9973439-LEOPARD-OS	17.5	0	
9973439-PINK-OS	17.5	0	
9973439-RAINBOW-OS	17.5	0	
9973439-RED-OS	17.5	0	
9973410-GREEN-OS	17.5	0	
9973470-BLACK-M	14.99	0	1
9973660-LEMON-LIME-24-SERVING	45	0	
9973660-TROPICAL-FRUIT-24-SERVING	45	0	
9973660-GRAPE-24-SERVING	45	0	
9973858-RED-BLACK-OR-9	199.99	0	1
9973858-RED-BLACK-OR-9.5	199.99	0	1
9973968-BLACK-XL	129.99	0	1
9973980-MATTE-BLACK-S-52-56	251.99	0	1
9973980-MATTE-BLACK-M-55-59	251.99	0	1
9973980-MATTE-BLACK-L-58-62	251.99	0	1
9974140-FERRARI-MD	31.99	0	1
9974165-BLACK-L/XL	22.99	0	1
9974168-BLACK-GREY-9.5-11.5	12.99	0	
9974293-HONEY-6-COUNT	6.99	0	1
9974299-WHITE-SILVER-MD	100	0	1
9974317-BLACK-OS	19.99	0	
9974317-WHITE-OS	19.99	0	
9974317-BLACK-MATTE-OS	19.99	0	
9974317-CELESTE-OS	19.99	0	
9974317-FLUORESC-YELLOW-OS	19.99	0	
9974415-BLACK-45	119.99	0	1
9974430-BLUE-L-XL	10.99	0	1
9974431-BLACK-GREY-S-M	10.99	0	1
9974431-BLACK-GREY-L-XL	10.99	0	1
9974432-BLACK-S-M	11.99	0	1
9974432-BLACK-L-XL	11.99	0	1
9974433-BLUE-GREY-S-M	10.99	0	1
9974433-BLUE-GREY-L-XL	10.99	0	1
9974317-BLUE-OS	19.99	0	
9974317-GREEN-OS	19.99	0	
9974554-BLUE-RUBBER-L/XL-59-61	39.99	0	
9974554-BLACK-GLOSSY-S/M-55-58	39.99	0	
9974554-BLACK-GLOSSY-L/XL-59-61	39.99	0	
9974554-BLACK-RUBBER-L/XL-59-61	39.99	0	
9974554-GUN-MATTE-S/M-55-58	39.99	0	
9974554-GUN-MATTE-L/XL-59-61	39.99	0	
9974554-KELLY-GREEN-S/M-55-58	39.99	0	
9974554-GUTI-BLUE-XS/S-48-54	39.99	0	
9974554-GUTI-BLUE-S/M-55-58	39.99	0	
9974554-GUTI-BLUE-L/XL-59-61	39.99	0	
9974554-METALLIC-PINK-XS/S-48-54	39.99	0	
9974554-PURPLE-GLOSSY-S/M-55-58	39.99	0	
9974554-METALLIC-PINK-S/M-55-58	39.99	0	
9974554-METALLIC-PINK-L/XL-59-61	39.99	0	
9974554-BLK-ZEST-GLOSS-S/M-55-58	39.99	0	
9974555-GOLD-FLAKE-XS/S-48-54	44.99	0	
9974555-GOLD-FLAKE-S/M-55-58	44.99	0	
9974555-GOLD-FLAKE-L/XL-59-61	44.99	0	
9974574-BLACK-FUCHSIA-SMALL	159.99	0	1
9974574-USA-FLAG-SMALL	159.99	0	1
9974574-USA-FLAG-MEDIUM	159.99	0	1
9974574-USA-FLAG-LARGE	159.99	0	1
9974574-USA-FLAG-X-LARGE	159.99	0	1
9974574-BLACK-ANTHRACIT-SMALL	159.99	0	1
9974574-WHITE-SMALL	159.99	0	1
9974574-WHITE-MEDIUM	159.99	0	1
9974574-WHITE-LARGE	159.99	0	1
9974574-WHITE-X-LARGE	159.99	0	1
9974574-NAVY-BLUE-WHITE-SMALL	159.99	0	1
9974574-NAVY-BLUE-WHITE-LARGE	159.99	0	1
9974574-NAVY-BLUE-WHITE-X-LARGE	159.99	0	1
9974578-BLUE-BLACK-M	40	0	
9974621-BLACK-MEDIUM	69.9	0	
9974640-SKY-BLUE-OS-46-50CM	75	0	1
9974640-WHITE-OS-46-50CM	75	0	1
9974640-DRAGON-FIRE-OS-46-50CM	75	0	1
9974640-DRAGON-GREEN-OS-46-50CM	75	0	1
9974676-BLUE-FISH-ONE-SIZE	27.5	0	1
9974676-YELLOW-GOGGLE-ONE-SIZE	27.5	0	1
9974676-WHITE-MULTI-DOT-ONE-SIZE	27.5	0	1
9974681-BLACK-YELLOW-LARGE-59-60CM	399.99	0	1
9974720-BLACK/BLACK	19.99	0	1
9974720-BLACK/YELLOW	19.99	0	1
9974773-BLK-DARK-GREY-44	139.99	0	1
9974773-BLK-DARK-GREY-45	139.99	0	1
9974773-BLK-DARK-GREY-47	139.99	0	1
9974773-BLK-DARK-GREY-40.5	139.99	0	1
9974773-BLK-DARK-GREY-41.5	139.99	0	1
9974773-BLK-DARK-GREY-42.5	139.99	0	1
9974773-BLK-DARK-GREY-43	139.99	0	1
9974773-BLK-DARK-GREY-48	139.99	0	1
9974773-BLK-DARK-GREY-42	139.99	0	1
9974773-WHITE-LGT-GREY-40.5	139.99	0	1
9974773-WHITE-LGT-GREY-41	139.99	0	1
9974773-WHITE-LGT-GREY-41.5	139.99	0	1
9974773-WHITE-LGT-GREY-42	139.99	0	1
9974773-WHITE-LGT-GREY-42.5	139.99	0	1
9974773-BLK-DARK-GREY-46	139.99	0	1
9974773-WHITE-LGT-GREY-43.5	139.99	0	1
9974773-WHITE-LGT-GREY-44.5	139.99	0	1
9974773-WHITE-LGT-GREY-45	139.99	0	1
9974773-WHITE-LGT-GREY-48	139.99	0	1
9974773-WHITE-LGT-GREY-40	139.99	0	1
9974773-BLK-DARK-GREY-43.5	139.99	0	1
9974773-ANTHR-ORANGE-40.5	139.99	0	1
9974773-ANTHR-ORANGE-41	139.99	0	1
9974773-ANTHR-ORANGE-41.5	139.99	0	1
9974773-ANTHR-ORANGE-44	139.99	0	1
9974773-ANTHR-ORANGE-44.5	139.99	0	1
9974773-ANTHR-ORANGE-46	139.99	0	1
9974780-FERRARI-L-XL	11.99	0	1
9974907-BLACK-OSFA	24.95	0	
9974909-BLACK-30.5MM	9.99	0	
9975031-MAT-TURQ-VERMIL-SM-51-55CM	249.99	0	1
9975031-MAT-TURQ-VERMIL-L-59-63CM	249.99	0	1
9975032-MATTE-RED-SKULL-47-54CM	40	0	
9975157-WHITE-STRIPE-X-SMALL	21.55	0	1
9975157-WHITE-STRIPE-SMALL	21.55	0	1
9975157-WHITE-STRIPE-MEDIUM	21.55	0	1
9975157-WHITE-STRIPE-LARGE	21.55	0	1
9975157-WHITE-STRIPE-X-LARGE	21.55	0	1
9975157-WHITE-STRIPE-2X-LARGE	21.55	0	1
9975229-MATTE-BLACK-SM-51-55CM	71.99	0	1
9975245-STEALTH-L	79.99	0	1
9975246-STEALTH-M	119.99	0	1
9975284-WHITE-MED	24.99	0	
9975285-WHITE-38/5.2	199.89	0	1
9975285-WHITE-39/5.8	199.89	0	1
9975285-WHITE-40/6.7	199.89	0	1
9975229-MAT-VMN-FLAME-SM-51-55CM	71.99	0	1
9975229-MAT-BLUE-LIME-SM-51-55CM	71.99	0	1
9975286-WHITE-40/6.7	199.89	0	1
9975286-WHITE-45/10.5	199.89	0	1
9975287-WHITE-44/9.7	129.89	0	1
